gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;operator;department;monthly_cost_mad;total_cost_mad;plan;roaming_flag;data_usage_gb;quota_gb;over_quota_flag;anomaly_flag;risk_proba;risk_score_100;risk_level;future_cost_mad;future_cost_pred_mad;alert_flag;recommendation
Male;1;Yes;No;54;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);74.0;3919.15;0;inwi;IT;740.0;39191.5;XL;0;38.11;50;0;0;0.0875;8.8;Faible;766.06;739.84;0;RAS
Male;0;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Electronic check;99.4;7285.7;0;inwi;Commercial;994.0;72857.0;XL;1;47.63;50;0;0;0.11;11.0;Faible;1053.15;1068.8;0;RAS
Male;0;No;Yes;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93.3;93.3;1;inwi;Finance;933.0;933.0;XL;0;43.09;50;0;0;0.96;96.0;Critique;954.56;933.22;1;Surveiller la ligne + analyser causes
Male;0;No;No;3;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;49.15;169.05;1;Maroc Telecom;Commercial;491.5;1690.5;L;0;26.96;25;1;0;0.8875;88.8;Critique;567.54;542.22;1;Proposer upgrade forfait + vérifier usage
Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);107.45;7658.3;0;Orange Maroc;Direction;1074.5;76583.0;XL;0;52.94;50;1;0;0.0025;0.2;Faible;1130.99;1123.51;1;Proposer forfait supérieur
Female;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);83.6;5959.3;0;Orange Maroc;Support;836.0;59593.0;XL;0;42.46;50;0;0;0.015;1.5;Faible;819.44;835.4;0;RAS
Male;1;Yes;No;54;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99.05;5295.7;0;inwi;RH;990.5;52957.0;XL;0;48.82;50;0;0;0.57;57.0;Élevé;1001.92;990.09;1;Surveiller la ligne + analyser causes
Female;0;Yes;No;59;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;One year;Yes;Electronic check;80.1;4693.2;0;Orange Maroc;Finance;801.0;46932.0;XL;0;38.2;50;0;0;0.0625;6.2;Faible;785.97;800.25;0;RAS
Male;0;No;No;54;Yes;No;DSL;Yes;Yes;No;No;Yes;No;Two year;Yes;Bank transfer (automatic);65.3;3512.9;0;Maroc Telecom;Finance;653.0;35129.0;XL;0;33.0;50;0;0;0.0025;0.2;Faible;629.84;652.7;0;RAS
Male;0;No;No;60;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Two year;Yes;Electronic check;89.55;5231.2;0;inwi;Commercial;895.5;52312.0;XL;0;40.69;50;0;0;0.055;5.5;Faible;880.86;894.36;0;RAS
Female;0;Yes;No;60;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);60.8;3603.45;0;Orange Maroc;IT;608.0;36034.5;XL;0;30.11;50;0;0;0.0;0.0;Faible;612.02;607.45;0;RAS
Male;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;74.5;217.45;0;Maroc Telecom;Commercial;745.0;2174.5;XL;0;43.19;50;0;0;0.265;26.5;Moyen;733.09;746.75;0;RAS
Female;0;Yes;No;69;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Two year;No;Bank transfer (automatic);99.15;6875.35;0;Orange Maroc;IT;991.5;68753.5;XL;0;45.98;50;0;0;0.025;2.5;Faible;1010.33;990.28;0;RAS
Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19.25;19.25;0;Maroc Telecom;Finance;192.5;192.5;M;1;13.9;12;1;1;0.315;31.5;Moyen;364.58;319.26;1;Vérifier roaming + limiter options
Male;0;Yes;Yes;50;No;No phone service;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);39.45;2021.35;0;Maroc Telecom;Finance;394.5;20213.5;L;0;25.99;25;1;0;0.0475;4.8;Faible;472.42;444.85;1;Proposer forfait supérieur
Female;0;No;No;56;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);44.85;2564.95;0;Maroc Telecom;Direction;448.5;25649.5;L;0;20.07;25;0;0;0.095;9.5;Faible;454.32;447.47;0;RAS
Female;0;Yes;No;60;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Electronic check;97.2;5611.75;0;Maroc Telecom;Support;972.0;56117.5;XL;0;49.58;50;0;0;0.04;4.0;Faible;981.06;971.74;0;RAS
Male;1;Yes;No;69;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;110.55;7610.1;0;Orange Maroc;RH;1105.5;76101.0;XL;0;51.38;50;1;0;0.0575;5.8;Faible;1167.12;1154.05;1;Proposer forfait supérieur
Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;No;Mailed check;35.05;35.05;1;Orange Maroc;IT;350.5;350.5;L;0;13.18;25;0;0;0.825;82.5;Critique;338.24;350.29;1;Surveiller la ligne + analyser causes
Female;1;No;No;1;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;73.0;73.0;1;Orange Maroc;Commercial;730.0;730.0;XL;1;37.0;50;0;0;0.9225;92.2;Critique;802.25;806.7;1;Surveiller la ligne + analyser causes
Female;0;Yes;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.9;45.75;0;inwi;Finance;199.0;457.5;M;0;11.18;12;0;0;0.0375;3.8;Faible;208.42;199.57;0;RAS
Male;0;Yes;Yes;60;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);76.95;4543.95;0;Maroc Telecom;Commercial;769.5;45439.5;XL;0;36.77;50;0;0;0.005;0.5;Faible;763.58;768.74;0;RAS
Female;0;No;No;13;No;No phone service;DSL;No;No;Yes;Yes;No;No;Two year;No;Mailed check;35.4;450.4;0;Maroc Telecom;Support;354.0;4504.0;L;0;14.31;25;0;0;0.01;1.0;Faible;365.59;353.7;0;RAS
Male;0;Yes;Yes;62;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20.45;1297.35;0;inwi;Commercial;204.5;12973.5;M;1;7.87;12;0;0;0.0;0.0;Faible;271.01;279.03;0;RAS
Female;0;No;No;45;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;One year;No;Bank transfer (automatic);96.75;4442.75;0;Maroc Telecom;Commercial;967.5;44427.5;XL;0;51.05;50;1;0;0.035;3.5;Faible;1039.03;1017.65;1;Proposer forfait supérieur
Female;0;No;No;25;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;54.2;1423.15;0;inwi;Commercial;542.0;14231.5;XL;0;29.79;50;0;0;0.095;9.5;Faible;546.32;542.69;0;RAS
Male;0;No;No;44;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);100.1;4378.35;0;inwi;Direction;1001.0;43783.5;XL;1;51.98;50;1;0;0.0525;5.2;Faible;1109.58;1126.88;1;Proposer forfait supérieur
Female;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45.25;74.2;0;Orange Maroc;Direction;452.5;742.0;L;0;21.47;25;0;0;0.2075;20.8;Moyen;482.47;452.83;0;RAS
Male;1;No;No;33;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);83.85;2716.3;1;inwi;Commercial;838.5;27163.0;XL;1;38.7;50;0;0;0.75;75.0;Élevé;915.3;913.91;1;Surveiller la ligne + analyser causes
Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70.1;70.1;1;Maroc Telecom;Finance;701.0;701.0;XL;0;38.99;50;0;0;0.905;90.5;Critique;709.61;702.45;1;Surveiller la ligne + analyser causes
Female;0;No;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20.85;450.65;0;Maroc Telecom;Commercial;208.5;4506.5;M;0;15.35;12;1;0;0.0825;8.2;Faible;268.36;259.09;1;Proposer forfait supérieur
Female;0;No;No;35;No;No phone service;DSL;No;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;33.45;1175.85;0;Orange Maroc;Finance;334.5;11758.5;L;0;15.15;25;0;0;0.0625;6.2;Faible;295.29;334.03;0;RAS
Female;0;Yes;Yes;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.2;558.8;0;Maroc Telecom;Commercial;202.0;5588.0;M;0;9.62;12;0;0;0.0025;0.2;Faible;205.49;201.72;0;RAS
Male;1;Yes;No;27;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;One year;Yes;Electronic check;85.9;2220.1;0;inwi;Commercial;859.0;22201.0;XL;0;38.55;50;0;0;0.06;6.0;Faible;872.29;858.51;0;RAS
Male;0;No;Yes;54;Yes;No;DSL;No;Yes;Yes;Yes;No;No;One year;Yes;Electronic check;61.0;3283.05;0;Maroc Telecom;IT;610.0;32830.5;XL;0;32.1;50;0;0;0.03;3.0;Faible;626.74;609.9;0;RAS
Female;1;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70.65;142.35;1;Orange Maroc;Finance;706.5;1423.5;XL;0;41.55;50;0;0;0.655;65.5;Élevé;724.75;708.32;1;Surveiller la ligne + analyser causes
Male;0;No;No;57;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;One year;Yes;Electronic check;86.9;4939.25;0;Orange Maroc;Commercial;869.0;49392.5;XL;0;46.28;50;0;0;0.0775;7.8;Faible;882.89;869.1;0;RAS
Male;0;No;No;62;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);69.4;4237.5;0;Orange Maroc;Support;694.0;42375.0;XL;0;41.34;50;0;0;0.0;0.0;Faible;688.96;694.6;0;RAS
Female;0;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20.35;335.95;0;Maroc Telecom;Commercial;203.5;3359.5;M;0;9.0;12;0;0;0.0125;1.2;Faible;210.39;203.41;0;RAS
Male;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.35;33.2;1;Maroc Telecom;Commercial;203.5;332.0;M;0;6.25;12;0;0;0.665;66.5;Élevé;233.67;203.22;1;Surveiller la ligne + analyser causes
Female;0;Yes;No;70;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);104.3;7188.5;0;inwi;RH;1043.0;71885.0;XL;0;56.66;50;1;0;0.0675;6.8;Faible;1125.0;1092.94;1;Proposer forfait supérieur
Female;0;Yes;Yes;21;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;44.95;926.25;0;Maroc Telecom;Commercial;449.5;9262.5;L;0;22.99;25;0;0;0.0575;5.8;Faible;439.5;449.71;0;RAS
Female;0;No;Yes;23;Yes;No;DSL;No;No;No;Yes;No;No;One year;Yes;Electronic check;49.45;1119.35;0;inwi;RH;494.5;11193.5;L;0;22.05;25;0;0;0.0575;5.8;Faible;510.48;494.13;0;RAS
Male;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20.6;116.6;0;Orange Maroc;Commercial;206.0;1166.0;M;0;15.92;12;1;0;0.0075;0.8;Faible;262.15;257.05;1;Proposer forfait supérieur
Male;0;Yes;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19.55;68.8;0;inwi;IT;195.5;688.0;M;1;7.96;12;0;0;0.0025;0.2;Faible;301.44;271.36;0;RAS
Female;0;No;No;3;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99.0;287.4;1;Orange Maroc;Commercial;990.0;2874.0;XL;0;46.14;50;0;0;0.865;86.5;Critique;989.68;990.23;1;Surveiller la ligne + analyser causes
Female;0;No;No;23;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93.5;2341.55;0;Maroc Telecom;Finance;935.0;23415.5;XL;0;48.55;50;0;0;0.5275;52.8;Élevé;930.71;935.66;1;Surveiller la ligne + analyser causes
Male;0;No;No;26;No;No phone service;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Credit card (automatic);54.55;1362.85;0;Orange Maroc;Finance;545.5;13628.5;XL;0;23.37;50;0;0;0.0225;2.2;Faible;559.37;545.05;0;RAS
Female;0;No;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.05;163.6;0;inwi;Direction;200.5;1636.0;M;0;13.09;12;1;0;0.0375;3.8;Faible;227.04;251.08;1;Proposer forfait supérieur
Male;0;No;No;26;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;83.95;2254.2;1;Maroc Telecom;Finance;839.5;22542.0;XL;0;38.52;50;0;0;0.79;79.0;Élevé;830.06;839.19;1;Surveiller la ligne + analyser causes
Male;0;No;No;2;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;79.45;145.15;0;inwi;Finance;794.5;1451.5;XL;0;40.48;50;0;0;0.3075;30.8;Moyen;810.87;795.41;0;RAS
Male;0;No;No;67;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);116.2;7752.3;1;Orange Maroc;Commercial;1162.0;77523.0;XL;0;59.05;50;1;0;0.6825;68.2;Élevé;1196.95;1211.43;1;Proposer upgrade forfait + vérifier usage
Female;0;Yes;No;71;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);93.7;6585.35;1;Maroc Telecom;Support;937.0;65853.5;XL;0;47.64;50;0;0;0.6725;67.2;Élevé;939.78;936.47;1;Surveiller la ligne + analyser causes
Female;0;No;No;59;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Credit card (automatic);79.85;4786.1;0;Maroc Telecom;RH;798.5;47861.0;XL;0;36.06;50;0;0;0.05;5.0;Faible;787.56;797.4;0;RAS
Male;0;Yes;Yes;39;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;No;Electronic check;100.0;3835.55;0;inwi;Support;1000.0;38355.5;XL;0;49.42;50;0;0;0.305;30.5;Moyen;1016.36;999.93;0;RAS
Male;0;No;Yes;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.6;397.0;0;Maroc Telecom;Support;196.0;3970.0;M;0;13.92;12;1;0;0.015;1.5;Faible;221.17;246.48;1;Proposer forfait supérieur
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.7;19.7;1;inwi;Finance;197.0;197.0;M;0;9.24;12;0;0;0.71;71.0;Élevé;197.55;197.3;1;Surveiller la ligne + analyser causes
Female;0;Yes;Yes;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20.2;1027.25;0;inwi;RH;202.0;10272.5;M;0;6.65;12;0;0;0.0025;0.2;Faible;166.13;200.81;0;RAS
Female;1;Yes;No;31;No;No phone service;DSL;Yes;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);50.4;1580.1;0;Maroc Telecom;RH;504.0;15801.0;XL;0;23.86;50;0;0;0.065;6.5;Faible;504.03;503.87;0;RAS
Female;0;Yes;Yes;64;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Electronic check;113.35;7222.75;0;Maroc Telecom;Support;1133.5;72227.5;XL;0;52.9;50;1;0;0.015;1.5;Faible;1168.09;1182.18;1;Proposer forfait supérieur
Male;0;Yes;Yes;46;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);80.0;3769.7;0;Orange Maroc;IT;800.0;37697.0;XL;0;33.45;50;0;0;0.11;11.0;Faible;801.07;798.72;0;RAS
Female;0;No;No;52;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);80.95;4233.95;0;Maroc Telecom;Finance;809.5;42339.5;XL;0;39.95;50;0;0;0.0075;0.8;Faible;829.03;809.12;0;RAS
Female;0;Yes;Yes;67;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;24.9;1680.25;0;inwi;Commercial;249.0;16802.5;M;0;12.75;12;1;0;0.0125;1.2;Faible;334.7;297.85;1;Proposer forfait supérieur
Female;1;No;No;67;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;54.9;3725.5;0;Maroc Telecom;Commercial;549.0;37255.0;XL;0;29.55;50;0;0;0.0725;7.2;Faible;554.93;548.69;0;RAS
Female;0;No;No;5;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;75.55;413.65;1;Orange Maroc;RH;755.5;4136.5;XL;0;39.18;50;0;0;0.83;83.0;Critique;744.42;756.44;1;Surveiller la ligne + analyser causes
Female;0;Yes;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;109.25;7707.7;0;inwi;Commercial;1092.5;77077.0;XL;1;56.47;50;1;1;0.065;6.5;Faible;1183.93;1217.81;1;Vérifier roaming + limiter options
Female;0;No;No;9;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);77.65;714.15;1;Maroc Telecom;Finance;776.5;7141.5;XL;0;38.7;50;0;0;0.6225;62.3;Élevé;748.93;777.1;1;Surveiller la ligne + analyser causes
Female;1;No;No;26;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;95.0;2497.2;1;Maroc Telecom;RH;950.0;24972.0;XL;1;53.88;50;1;1;0.8125;81.2;Critique;1080.25;1077.01;1;Proposer upgrade forfait + vérifier usage
Male;0;No;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);116.3;8309.55;0;Maroc Telecom;Commercial;1163.0;83095.5;XL;1;55.63;50;1;1;0.145;14.5;Faible;1317.1;1287.58;1;Vérifier roaming + limiter options
Female;0;No;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19.9;601.55;0;Maroc Telecom;Direction;199.0;6015.5;M;0;9.0;12;0;0;0.0525;5.2;Faible;201.85;198.58;0;RAS
Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70.35;139.25;0;Orange Maroc;Finance;703.5;1392.5;XL;1;40.15;50;0;0;0.61;61.0;Élevé;820.65;780.93;1;Surveiller la ligne + analyser causes
Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25.6;1888.25;0;inwi;Support;256.0;18882.5;M;0;11.63;12;0;0;0.0;0.0;Faible;244.68;254.72;0;RAS
Female;0;No;No;60;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;One year;Yes;Electronic check;44.45;2773.9;0;Maroc Telecom;Commercial;444.5;27739.0;L;1;21.89;25;0;0;0.035;3.5;Faible;503.97;519.56;0;RAS
Female;1;No;No;55;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;100.15;5409.75;0;Orange Maroc;IT;1001.5;54097.5;XL;0;51.29;50;1;0;0.155;15.5;Faible;1049.37;1051.19;1;Proposer forfait supérieur
Male;0;No;No;54;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);105.4;5643.4;1;Orange Maroc;Support;1054.0;56434.0;XL;0;56.2;50;1;0;0.75;75.0;Élevé;1127.8;1104.11;1;Proposer upgrade forfait + vérifier usage
Male;0;No;No;2;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;95.85;197.7;1;Maroc Telecom;IT;958.5;1977.0;XL;0;48.35;50;0;0;0.92;92.0;Critique;939.61;959.38;1;Surveiller la ligne + analyser causes
Female;0;No;No;6;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;73.85;401.3;0;Maroc Telecom;Direction;738.5;4013.0;XL;0;34.27;50;0;0;0.7675;76.8;Élevé;736.94;738.73;1;Surveiller la ligne + analyser causes
Female;0;Yes;Yes;48;Yes;No;DSL;Yes;Yes;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);70.1;3238.4;0;inwi;Support;701.0;32384.0;XL;0;33.82;50;0;0;0.0375;3.8;Faible;688.73;700.57;0;RAS
Male;0;Yes;Yes;63;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25.25;1573.05;0;Orange Maroc;Finance;252.5;15730.5;M;0;14.25;12;1;0;0.0;0.0;Faible;308.25;301.67;1;Proposer forfait supérieur
Male;0;No;No;1;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;79.15;79.15;1;Orange Maroc;Finance;791.5;791.5;XL;0;38.69;50;0;0;0.9225;92.2;Critique;792.08;792.15;1;Surveiller la ligne + analyser causes
Male;0;No;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);21.05;235.8;0;Orange Maroc;RH;210.5;2358.0;M;0;9.12;12;0;0;0.0325;3.2;Faible;196.93;210.43;0;RAS
Male;1;Yes;No;54;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);24.95;1364.75;0;Maroc Telecom;RH;249.5;13647.5;M;0;9.68;12;0;0;0.06;6.0;Faible;244.54;248.31;0;RAS
Female;0;Yes;Yes;30;Yes;No;DSL;No;No;Yes;Yes;Yes;No;One year;Yes;Electronic check;64.5;1985.15;0;Orange Maroc;RH;645.0;19851.5;XL;0;35.83;50;0;0;0.0325;3.2;Faible;651.33;645.76;0;RAS
Female;0;Yes;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19.65;655.85;1;Orange Maroc;Finance;196.5;6558.5;M;0;9.46;12;0;0;0.6875;68.8;Élevé;201.31;196.22;1;Surveiller la ligne + analyser causes
Female;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79.0;303.15;1;Orange Maroc;Commercial;790.0;3031.5;XL;0;39.15;50;0;0;0.7075;70.8;Élevé;808.07;790.67;1;Surveiller la ligne + analyser causes
Female;0;No;No;40;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);105.95;4335.2;0;Maroc Telecom;IT;1059.5;43352.0;XL;0;55.01;50;1;0;0.1525;15.2;Faible;1064.78;1109.67;1;Proposer forfait supérieur
Female;0;Yes;Yes;9;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;75.85;647.5;0;Maroc Telecom;Support;758.5;6475.0;XL;0;33.84;50;0;0;0.575;57.5;Élevé;755.43;758.43;1;Surveiller la ligne + analyser causes
Female;0;Yes;Yes;17;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;91.85;1574.45;1;Maroc Telecom;Support;918.5;15744.5;XL;0;46.05;50;0;0;0.8075;80.8;Critique;933.68;919.0;1;Surveiller la ligne + analyser causes
Female;0;No;No;62;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);43.6;2748.7;0;inwi;Commercial;436.0;27487.0;L;0;26.32;25;1;0;0.0375;3.8;Faible;437.98;485.81;1;Proposer forfait supérieur
Male;0;No;No;28;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;One year;Yes;Bank transfer (automatic);91.25;2483.65;0;Maroc Telecom;Support;912.5;24836.5;XL;0;45.43;50;0;0;0.0625;6.2;Faible;909.94;912.71;0;RAS
Female;0;No;No;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);89.75;6367.2;0;Orange Maroc;Finance;897.5;63672.0;XL;0;45.53;50;0;0;0.0025;0.2;Faible;900.51;896.96;0;RAS
Female;0;No;No;46;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);104.4;4904.2;0;Maroc Telecom;IT;1044.0;49042.0;XL;0;52.79;50;1;0;0.05;5.0;Faible;1060.84;1093.79;1;Proposer forfait supérieur
Female;0;Yes;No;23;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Mailed check;90.15;2044.95;0;Maroc Telecom;Commercial;901.5;20449.5;XL;0;48.26;50;0;0;0.1675;16.8;Faible;891.36;902.39;0;RAS
Male;0;Yes;Yes;47;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;One year;No;Electronic check;40.3;1794.8;0;Orange Maroc;Commercial;403.0;17948.0;L;0;20.75;25;0;0;0.1125;11.2;Faible;385.16;402.66;0;RAS
Male;0;Yes;Yes;68;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);105.25;7173.15;0;Orange Maroc;Commercial;1052.5;71731.5;XL;0;60.03;50;1;0;0.07;7.0;Faible;1121.47;1102.98;1;Proposer forfait supérieur
Female;1;No;No;60;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;106.0;6441.4;1;Orange Maroc;Support;1060.0;64414.0;XL;0;53.69;50;1;0;0.7725;77.2;Élevé;1083.11;1109.51;1;Proposer upgrade forfait + vérifier usage
Female;0;No;Yes;67;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;104.0;7039.05;0;Maroc Telecom;Direction;1040.0;70390.5;XL;0;50.69;50;1;0;0.0325;3.2;Faible;1104.0;1089.02;1;Proposer forfait supérieur
Female;0;No;No;14;Yes;No;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;69.65;921.4;0;Orange Maroc;Commercial;696.5;9214.0;XL;0;39.36;50;0;0;0.1025;10.2;Faible;685.7;697.77;0;RAS
Male;0;Yes;Yes;57;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74.3;4018.35;0;Maroc Telecom;Support;743.0;40183.5;XL;0;36.52;50;0;0;0.1425;14.2;Faible;756.61;742.48;0;RAS
